-BEGIN HEADER-
NASA/POWER SRB/FLASHFlux/MERRA2/GEOS 5.12.4 (FP-IT) 0.5 x 0.5 Degree Daily Averaged Data 
Dates (month/day/year): 01/01/2015 through 01/01/2020 
Location: Latitude  50.1215   Longitude 22.0097 
Elevation from MERRA-2: Average for 1/2x1/2 degree lat/lon region = 230.89 meters   Site = na 
Climate zone: na (reference Briggs et al: http://www.energycodes.gov) 
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
T2M_RANGE MERRA2 1/2x1/2 Temperature Range at 2 Meters (C) 
PS MERRA2 1/2x1/2 Surface Pressure (kPa) 
T2M MERRA2 1/2x1/2 Temperature at 2 Meters (C) 
TS MERRA2 1/2x1/2 Earth Skin Temperature (C) 
WS10M_RANGE MERRA2 1/2x1/2 Wind Speed Range at 10 Meters (m/s) 
RH2M MERRA2 1/2x1/2 Relative Humidity at 2 Meters (%) 
WS10M MERRA2 1/2x1/2 Wind Speed at 10 Meters (m/s) 
WS50M MERRA2 1/2x1/2 Wind Speed at 50 Meters (m/s) 
WS50M_RANGE MERRA2 1/2x1/2 Wind Speed Range at 50 Meters (m/s) 
ALLSKY_SFC_SW_DWN SRB/FLASHFlux 1/2x1/2 All Sky Insolation Incident on a Horizontal Surface (kW-hr/m^2/day) 
CLRSKY_SFC_SW_DWN SRB/FLASHFlux 1/2x1/2 Clear Sky Insolation Incident on a Horizontal Surface (kW-hr/m^2/day) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_RANGE,TS,T2M,RH2M,PS,WS50M,WS10M,WS50M_RANGE,WS10M_RANGE,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DWN
50.12151,22.00971,2017,05,21,    7.51,   16.92,   16.82,   80.70,   98.90,    8.24,    5.91,    5.12,    5.29,-999,              5.35
50.12151,22.00971,2017,05,22,    7.75,   16.15,   15.73,   78.62,   99.06,    4.89,    3.61,    5.75,    4.49,              7.02,              5.99
50.12151,22.00971,2017,05,23,    9.26,   17.76,   17.35,   77.01,   98.88,    2.41,    1.46,    3.67,    1.56,-999,              3.46
50.12151,22.00971,2017,05,24,    8.40,   14.31,   14.25,   89.96,   98.59,    5.52,    3.94,    5.87,    4.78,-999,              3.21
50.12151,22.00971,2017,05,25,    7.80,   13.49,   13.37,   81.16,   98.83,    4.92,    3.57,    3.25,    2.78,-999,              2.49
50.12151,22.00971,2017,05,26,    8.95,   15.58,   14.98,   72.51,   98.96,    5.63,    3.83,    2.56,    2.81,-999,              4.77
50.12151,22.00971,2017,05,27,    9.20,   15.20,   15.18,   69.89,   99.41,    5.36,    3.81,    5.20,    4.50,-999,              5.51
50.12151,22.00971,2017,05,28,   11.93,   18.05,   18.06,   60.05,   99.61,    2.28,    1.49,    7.23,    3.07,              7.24,              7.18
50.12151,22.00971,2017,05,29,   13.65,   19.84,   19.63,   64.83,   98.86,    6.93,    4.48,    2.68,    2.79,-999,              7.04
50.12151,22.00971,2017,05,30,   11.14,   21.21,   20.93,   73.78,   98.53,    5.76,    4.02,    4.23,    3.26,              7.15,              6.04
50.12151,22.00971,2017,05,31,    9.71,   19.65,   19.48,   78.05,   98.71,    8.47,    5.86,    4.62,    5.48,-999,              4.94
50.12151,22.00971,2017,06,01,   10.45,   16.41,   16.06,   62.06,   98.99,    7.40,    5.24,    5.52,    5.58,              7.50,              7.33
50.12151,22.00971,2017,06,02,   14.25,   16.24,   16.02,   59.08,   98.97,    6.38,    4.46,    4.49,    4.63,              7.39,              7.15
50.12151,22.00971,2017,06,03,   13.42,   17.94,   17.04,   59.97,   98.98,    3.71,    2.46,    5.78,    2.11,              7.37,              6.83
50.12151,22.00971,2017,06,04,   15.49,   20.85,   20.41,   68.17,   98.44,    6.86,    4.66,    4.71,    3.09,              7.29,              6.70
50.12151,22.00971,2017,06,05,    9.04,   19.27,   18.34,   66.66,   98.76,    4.36,    3.18,    6.35,    4.23,-999,              5.44
50.12151,22.00971,2017,06,06,   12.81,   19.66,   19.18,   77.62,   98.41,    6.52,    4.58,    3.26,    2.99,-999,              6.32
50.12151,22.00971,2017,06,07,    9.73,   18.75,   18.09,   65.72,   98.60,    7.14,    4.98,    3.96,    4.89,-999,              3.78
50.12151,22.00971,2017,06,08,   11.70,   17.18,   16.56,   56.82,   99.14,    5.18,    3.51,    2.52,    2.44,-999,              4.83
50.12151,22.00971,2017,06,09,   11.43,   18.96,   18.14,   58.34,   99.11,    2.30,    1.46,    5.09,    2.26,              7.39,              6.93
50.12151,22.00971,2017,06,10,   13.00,   19.72,   19.00,   67.64,   98.92,    3.98,    2.71,    5.25,    3.48,              7.35,              6.95
50.12151,22.00971,2017,06,11,    8.91,   18.82,   18.43,   69.25,   99.16,    4.33,    3.34,    5.00,    3.97,-999,              4.28
50.12151,22.00971,2017,06,12,   12.62,   19.41,   19.40,   69.71,   98.49,    6.27,    4.23,    5.42,    3.59,-999,              4.12
50.12151,22.00971,2017,06,13,    6.80,   17.63,   17.21,   66.43,   98.50,    8.83,    6.32,    7.36,    7.07,-999,              3.97
50.12151,22.00971,2017,06,14,    7.89,   16.95,   16.25,   64.07,   98.71,    8.90,    6.47,    3.41,    4.91,-999,              2.51
50.12151,22.00971,2017,06,15,   12.88,   18.00,   17.07,   61.09,   99.03,    3.79,    2.65,    5.38,    2.55,-999,              6.50
50.12151,22.00971,2017,06,16,   10.94,   17.39,   17.26,   75.10,   98.51,    5.93,    4.05,    4.14,    2.71,-999,              2.71
50.12151,22.00971,2017,06,17,    6.24,   15.31,   14.90,   79.51,   98.52,    8.79,    6.63,    2.82,    2.54,-999,              2.43
50.12151,22.00971,2017,06,18,   10.52,   19.00,   18.67,   72.24,   99.16,    7.04,    4.85,    2.44,    3.42,              7.43,              6.77
50.12151,22.00971,2017,06,19,   13.29,   21.27,   20.72,   67.77,   99.30,    5.36,    3.62,    2.25,    2.64,-999,              6.42
50.12151,22.00971,2017,06,20,   13.16,   23.90,   23.42,   64.09,   98.78,    5.50,    3.57,    6.29,    3.54,              7.40,              7.23
50.12151,22.00971,2017,06,21,    9.26,   20.45,   19.87,   58.29,   98.70,    5.96,    4.17,    4.39,    4.60,              7.63,              7.49
50.12151,22.00971,2017,06,22,   12.12,   20.28,   19.96,   54.97,   98.67,    4.05,    2.74,    6.15,    4.90,-999,              6.62
50.12151,22.00971,2017,06,23,    8.03,   19.71,   19.58,   74.01,   98.13,    8.80,    6.23,    9.21,    8.57,-999,              3.17
50.12151,22.00971,2017,06,24,    7.86,   20.28,   20.35,   70.81,   98.54,    6.68,    4.80,    5.87,    5.09,-999,              3.34
50.12151,22.00971,2017,06,25,   13.41,   23.22,   22.70,   60.37,   98.36,    4.98,    3.05,    6.00,    3.42,              7.39,              7.00
50.12151,22.00971,2017,06,26,    9.19,   21.47,   21.01,   66.45,   98.37,    5.91,    3.87,    3.77,    2.89,-999,              4.36
50.12151,22.00971,2017,06,27,   11.58,   22.48,   20.96,   67.87,   98.59,    3.25,    1.97,    6.11,    3.37,              7.34,              6.05
50.12151,22.00971,2017,06,28,   12.39,   25.07,   24.63,   64.35,   97.94,    7.25,    4.89,    4.28,    3.42,-999,              6.24
50.12151,22.00971,2017,06,29,   10.54,   23.39,   23.16,   68.40,   97.36,    9.55,    6.92,    7.25,    6.00,              7.26,              3.28
50.12151,22.00971,2017,06,30,   10.02,   21.77,   21.47,   58.27,   97.81,    8.92,    6.10,    6.57,    6.94,-999,              4.35
50.12151,22.00971,2017,07,01,    6.62,   18.76,   18.67,   67.87,   98.04,    6.78,    4.61,    4.28,    3.64,-999,              1.34
50.12151,22.00971,2017,07,02,    7.30,   18.06,   17.72,   68.51,   98.34,    8.14,    5.71,    4.14,    5.55,-999,              2.34
50.12151,22.00971,2017,07,03,   10.62,   17.50,   16.80,   61.29,   98.91,    6.90,    4.82,    3.54,    4.40,-999,              4.26
50.12151,22.00971,2017,07,04,   13.79,   17.55,   17.07,   54.06,   99.04,    6.85,    4.67,    7.20,    6.10,-999,              3.22
50.12151,22.00971,2017,07,05,   13.29,   18.45,   17.68,   59.80,   99.11,    3.58,    2.63,    5.99,    4.84,-999,              5.29
50.12151,22.00971,2017,07,06,    9.67,   17.82,   17.20,   59.22,   99.21,    3.78,    2.87,    4.59,    4.10,-999,              4.39
50.12151,22.00971,2017,07,07,   13.26,   19.40,   18.67,   55.12,   99.01,    1.81,    1.21,    3.94,    1.74,-999,              6.50
50.12151,22.00971,2017,07,08,    9.21,   19.15,   18.76,   80.99,   98.59,    4.23,    2.70,    6.01,    4.05,-999,              4.39
50.12151,22.00971,2017,07,09,   12.19,   21.03,   20.55,   62.62,   98.78,    4.25,    2.93,    5.77,    3.04,-999,              5.68
50.12151,22.00971,2017,07,10,   12.58,   22.78,   22.25,   65.68,   98.64,    6.60,    4.65,    4.08,    4.64,-999,              5.68
50.12151,22.00971,2017,07,11,   11.13,   22.96,   22.41,   72.11,   98.32,    6.69,    4.56,    5.28,    5.40,              7.03,              4.93
50.12151,22.00971,2017,07,12,   11.67,   22.45,   21.52,   62.70,   98.43,    4.80,    3.14,    4.11,    2.07,-999,              4.98
50.12151,22.00971,2017,07,13,    6.05,   17.40,   17.32,   72.60,   98.36,   10.17,    7.35,    8.04,    7.23,-999,              1.35
50.12151,22.00971,2017,07,14,   12.07,   17.87,   16.89,   56.96,   98.83,    3.84,    2.61,    4.84,    2.29,-999,              5.51
50.12151,22.00971,2017,07,15,    6.95,   16.73,   16.29,   60.93,   98.85,    2.58,    1.69,    3.96,    2.56,-999,              4.00
50.12151,22.00971,2017,07,16,   12.27,   18.82,   18.17,   53.01,   99.32,    3.93,    2.84,    4.12,    3.54,-999,              6.12
50.12151,22.00971,2017,07,17,   11.58,   19.98,   19.65,   54.24,   99.32,    4.69,    3.35,    5.58,    4.82,-999,              4.29
50.12151,22.00971,2017,07,18,   13.11,   22.39,   21.54,   55.20,   99.33,    3.37,    2.31,    2.00,    1.80,-999,              5.74
50.12151,22.00971,2017,07,19,   12.95,   22.85,   22.17,   58.14,   99.02,    2.83,    1.75,    5.46,    2.45,-999,              3.60
50.12151,22.00971,2017,07,20,   14.72,   24.88,   24.36,   54.03,   98.49,    4.15,    2.76,    5.53,    3.53,              6.88,              6.67
50.12151,22.00971,2017,07,21,   12.20,   24.65,   23.89,   62.28,   98.52,    4.71,    3.20,    3.55,    2.16,-999,              6.04
50.12151,22.00971,2017,07,22,   11.33,   24.22,   22.72,   65.09,   98.85,    3.40,    2.08,    4.45,    1.46,-999,              5.42
50.12151,22.00971,2017,07,23,    9.72,   22.63,   22.22,   73.24,   98.69,    4.17,    2.80,    2.40,    1.71,-999,              5.77
50.12151,22.00971,2017,07,24,   10.54,   23.22,   22.01,   66.46,   98.21,    4.03,    2.49,    7.81,    4.74,-999,              5.85
50.12151,22.00971,2017,07,25,   10.06,   21.26,   20.22,   76.81,   97.35,    5.03,    3.80,    6.91,    5.40,-999,              2.71
50.12151,22.00971,2017,07,26,    9.92,   19.58,   18.84,   63.59,   97.61,    5.07,    3.71,    2.94,    3.03,-999,              5.17
50.12151,22.00971,2017,07,27,   11.66,   21.41,   20.28,   56.80,   97.95,    3.61,    2.41,    5.12,    2.28,-999,              6.31
50.12151,22.00971,2017,07,28,   10.86,   20.33,   19.19,   69.78,   98.30,    5.08,    3.48,    3.04,    1.31,-999,              3.86
50.12151,22.00971,2017,07,29,   10.71,   20.37,   19.75,   59.98,   98.81,    6.93,    5.12,    6.38,    5.60,-999,              5.77
50.12151,22.00971,2017,07,30,   15.79,   23.98,   23.06,   52.77,   98.95,    4.80,    3.08,    5.63,    2.44,              6.57,              6.51
50.12151,22.00971,2017,07,31,   15.83,   26.55,   25.97,   53.32,   99.01,    4.62,    3.10,    6.13,    3.73,              6.45,              6.31
50.12151,22.00971,2017,08,01,   14.29,   28.83,   28.17,   50.25,   99.29,    3.93,    2.54,    7.56,    3.87,              6.50,              6.46
50.12151,22.00971,2017,08,02,   13.18,   28.56,   27.98,   48.87,   99.05,    6.47,    4.28,    5.49,    4.35,              6.43,              5.92
50.12151,22.00971,2017,08,03,   12.59,   28.31,   27.56,   53.31,   98.86,    2.91,    2.00,    4.81,    3.76,              6.33,              6.01
50.12151,22.00971,2017,08,04,   11.51,   28.11,   27.30,   51.32,   98.56,    5.16,    3.42,    5.30,    4.40,              6.32,              5.03
50.12151,22.00971,2017,08,05,   11.46,   27.53,   26.34,   49.56,   98.66,    2.93,    2.06,    3.43,    2.86,-999,              5.48
50.12151,22.00971,2017,08,06,   10.99,   23.29,   22.84,   57.43,   99.00,    5.04,    3.88,    6.88,    6.41,-999,              4.47
50.12151,22.00971,2017,08,07,    6.08,   16.30,   16.12,   77.57,   99.50,    4.46,    3.23,    2.45,    2.67,-999,              1.12
50.12151,22.00971,2017,08,08,   13.42,   18.86,   18.01,   67.17,   99.40,    6.80,    5.07,    6.83,    5.90,              6.42,              6.05
50.12151,22.00971,2017,08,09,   17.60,   24.42,   23.21,   60.43,   99.15,    4.72,    3.09,    5.36,    2.98,              6.17,              6.04
50.12151,22.00971,2017,08,10,   15.08,   27.96,   27.48,   53.03,   99.01,    5.19,    3.41,    1.98,    2.41,              6.05,              5.98
50.12151,22.00971,2017,08,11,   14.81,   28.64,   27.89,   50.35,   98.67,    4.70,    3.10,    6.43,    4.21,              6.08,              6.05
50.12151,22.00971,2017,08,12,   14.26,   25.63,   24.31,   58.71,   98.44,    5.52,    4.10,    7.76,    5.69,              6.02,              5.68
50.12151,22.00971,2017,08,13,    5.23,   15.96,   15.71,   78.38,   99.00,    5.00,    3.78,    6.23,    4.90,-999,              2.40
50.12151,22.00971,2017,08,14,   12.46,   18.92,   18.20,   60.92,   99.52,    5.27,    3.50,    3.53,    3.17,-999,              5.08
50.12151,22.00971,2017,08,15,   13.52,   19.64,   18.64,   55.75,   99.61,    4.20,    2.72,    3.83,    2.05,              6.10,              5.95
50.12151,22.00971,2017,08,16,   15.84,   22.12,   21.56,   51.83,   99.28,    2.22,    1.51,    3.45,    1.74,              6.01,              5.91
50.12151,22.00971,2017,08,17,   13.49,   24.13,   23.47,   51.88,   99.22,    1.95,    1.29,    3.65,    1.71,              5.86,              5.65
50.12151,22.00971,2017,08,18,   13.29,   25.06,   24.38,   56.53,   99.04,    4.38,    2.67,    5.58,    2.15,-999,              5.40
50.12151,22.00971,2017,08,19,   15.09,   24.69,   24.20,   55.65,   98.87,    6.93,    5.01,    3.38,    2.60,              5.70,              5.05
50.12151,22.00971,2017,08,20,    6.83,   16.66,   16.40,   89.03,   99.00,    4.79,    3.72,    6.21,    4.53,-999,              1.18
50.12151,22.00971,2017,08,21,    9.03,   15.96,   15.35,   69.13,   99.13,    5.50,    3.62,    2.60,    2.35,-999,              4.22
50.12151,22.00971,2017,08,22,   10.34,   15.83,   15.13,   65.36,   98.96,    6.62,    4.50,    2.28,    3.49,-999,              2.99
50.12151,22.00971,2017,08,23,    8.97,   15.44,   14.80,   66.88,   98.87,    7.31,    5.09,    2.21,    3.40,-999,              3.64
50.12151,22.00971,2017,08,24,   12.91,   16.59,   16.29,   57.62,   99.00,    6.62,    4.46,    3.62,    3.94,-999,              4.08
50.12151,22.00971,2017,08,25,   12.39,   19.85,   19.95,   59.92,   99.12,    5.76,    3.93,    6.30,    4.72,-999,              4.42
50.12151,22.00971,2017,08,26,    8.31,   20.72,   20.64,   68.23,   99.13,    2.01,    1.23,    5.11,    2.34,-999,              2.91
50.12151,22.00971,2017,08,27,   13.79,   22.20,   22.03,   65.28,   98.64,    6.82,    4.55,    6.28,    5.25,-999,              4.71
50.12151,22.00971,2017,08,28,    9.81,   18.08,   17.23,   66.64,   99.00,    5.93,    4.00,    2.52,    3.01,-999,              2.36
50.12151,22.00971,2017,08,29,   12.74,   17.51,   16.29,   63.49,   99.27,    3.86,    2.39,    5.25,    1.79,-999,              4.06
50.12151,22.00971,2017,08,30,   16.55,   19.04,   18.07,   53.01,   99.10,    4.92,    3.02,    6.45,    3.22,              5.32,              5.32
50.12151,22.00971,2017,08,31,   16.30,   21.27,   20.58,   49.00,   98.79,    3.84,    2.23,    5.93,    2.52,              5.18,              5.18
50.12151,22.00971,2017,09,01,   14.27,   22.26,   21.38,   47.52,   98.52,    4.12,    2.46,    7.09,    3.59,              5.20,              5.15
50.12151,22.00971,2017,09,02,    5.89,   16.39,   15.74,   72.98,   98.50,    5.30,    3.86,    3.60,    4.16,-999,              1.73
50.12151,22.00971,2017,09,03,    3.59,   13.24,   13.08,   90.17,   98.14,    5.62,    4.23,    4.14,    2.69,-999,              1.35
50.12151,22.00971,2017,09,04,    5.58,   13.68,   13.63,   76.67,   98.38,    8.02,    5.64,    1.74,    3.36,-999,              1.19
50.12151,22.00971,2017,09,05,    3.89,   12.99,   13.07,   83.64,   98.66,    8.67,    6.29,    4.37,    4.28,-999,              1.28
50.12151,22.00971,2017,09,06,    6.51,   15.20,   15.13,   86.84,   98.37,    6.21,    4.17,    1.72,    3.11,-999,              1.23
50.12151,22.00971,2017,09,07,    6.17,   14.73,   14.68,   71.91,   98.29,    9.92,    7.04,    5.57,    5.63,-999,              2.67
50.12151,22.00971,2017,09,08,   10.96,   15.29,   14.99,   63.42,   98.59,    6.70,    4.45,    4.25,    3.49,-999,              4.47
50.12151,22.00971,2017,09,09,   16.25,   17.98,   17.71,   65.75,   98.11,    7.41,    4.83,    4.26,    3.86,              4.76,              4.73
50.12151,22.00971,2017,09,10,   11.39,   20.28,   20.12,   68.64,   98.00,    7.18,    4.47,    2.24,    3.63,              4.62,              4.44
50.12151,22.00971,2017,09,11,   12.08,   21.16,   21.36,   63.28,   97.87,    6.89,    4.36,    8.13,    6.49,              4.49,              2.93
50.12151,22.00971,2017,09,12,    7.49,   17.05,   16.88,   86.23,   97.76,    5.49,    4.04,    5.84,    5.26,-999,              1.37
50.12151,22.00971,2017,09,13,    8.36,   15.61,   15.36,   65.59,   98.32,    8.49,    6.08,    5.63,    4.04,-999,              3.72
50.12151,22.00971,2017,09,14,   12.08,   18.59,   18.56,   59.00,   97.90,   11.43,    8.28,    5.00,    5.96,              4.39,              4.12
50.12151,22.00971,2017,09,15,    8.32,   13.41,   13.30,   66.58,   98.63,    6.56,    4.79,    9.11,    7.55,-999,              2.34
50.12151,22.00971,2017,09,16,   11.58,   15.15,   14.85,   69.10,   98.66,    3.92,    2.23,    4.88,    2.33,-999,              0.92
50.12151,22.00971,2017,09,17,    8.42,   15.62,   15.58,   85.64,   98.14,    4.65,    2.99,   12.20,    9.33,-999,              0.69
50.12151,22.00971,2017,09,18,    9.05,   13.12,   13.16,   70.53,   98.62,    8.89,    6.48,    9.46,    7.51,-999,              3.83
50.12151,22.00971,2017,09,19,    6.08,   11.05,   11.64,   82.61,   98.79,    5.17,    3.79,    8.36,    5.80,-999,              2.01
50.12151,22.00971,2017,09,20,    5.75,   13.14,   12.63,   89.59,   98.50,    4.68,    3.44,    6.62,    4.63,-999,              1.33
50.12151,22.00971,2017,09,21,    2.71,   11.33,   11.36,   94.29,   98.32,    5.64,    4.04,    5.18,    4.66,-999,              0.83
50.12151,22.00971,2017,09,22,    5.67,   12.22,   12.13,   88.46,   98.83,    5.70,    4.12,    7.28,    6.24,-999,              0.96
50.12151,22.00971,2017,09,23,    6.74,   13.27,   13.26,   88.64,   98.80,    5.58,    4.01,    8.27,    6.53,-999,              1.66
50.12151,22.00971,2017,09,24,    6.92,   12.99,   12.93,   89.59,   99.28,    3.11,    2.11,    4.59,    2.88,-999,              0.95
50.12151,22.00971,2017,09,25,    7.89,   13.34,   13.21,   84.02,   99.67,    5.52,    3.55,    4.38,    2.54,-999,              1.71
50.12151,22.00971,2017,09,26,   11.31,   14.09,   14.04,   75.25,  100.04,    6.87,    4.56,    4.97,    3.71,-999,              3.58
50.12151,22.00971,2017,09,27,   10.93,   11.69,   11.65,   69.72,  100.33,    8.45,    5.89,    4.33,    3.97,              3.75,              3.71
50.12151,22.00971,2017,09,28,   11.41,   10.24,   10.01,   69.51,  100.46,    7.37,    4.97,    3.25,    2.55,              3.73,              3.65
50.12151,22.00971,2017,09,29,   14.26,    9.67,    9.36,   68.51,  100.18,    6.27,    4.19,    3.41,    1.33,              3.71,              3.67
50.12151,22.00971,2017,09,30,   14.07,    9.26,    8.84,   70.62,   99.85,    5.62,    3.69,    5.15,    1.75,              3.67,              3.53
50.12151,22.00971,2017,10,01,   13.69,    8.55,    8.01,   72.28,   99.85,    5.35,    3.43,    5.11,    1.55,              3.74,              3.74
50.12151,22.00971,2017,10,02,   15.59,    9.56,    9.27,   67.05,   99.60,    5.54,    3.48,    7.16,    3.55,              3.69,              3.68
50.12151,22.00971,2017,10,03,    4.34,    9.02,    9.29,   84.32,   98.84,    7.76,    5.32,    1.72,    2.20,-999,              0.96
50.12151,22.00971,2017,10,04,    7.49,   10.75,   10.81,   81.23,   99.12,    7.96,    5.43,    3.30,    4.02,-999,              1.96
50.12151,22.00971,2017,10,05,    3.45,   10.49,   10.86,   79.39,   97.80,   11.03,    7.84,   11.92,    9.06,-999,              1.17
50.12151,22.00971,2017,10,06,    3.93,    9.13,    9.13,   83.80,   97.89,   10.92,    8.12,   13.46,   10.75,-999,              1.61
50.12151,22.00971,2017,10,07,    7.36,    9.02,    8.86,   82.06,   98.71,    6.05,    3.96,    1.92,    2.75,-999,              1.86
50.12151,22.00971,2017,10,08,    6.41,    7.67,    7.83,   88.08,   98.26,    7.10,    4.80,    2.32,    2.07,-999,              1.11
50.12151,22.00971,2017,10,09,    6.56,    6.96,    6.84,   79.26,   98.56,    9.11,    6.70,    5.00,    3.94,-999,              1.65
50.12151,22.00971,2017,10,10,    8.59,    8.50,    8.45,   79.99,   98.75,    8.47,    5.93,    2.75,    3.68,-999,              2.13
50.12151,22.00971,2017,10,11,    5.10,   10.26,   10.71,   92.91,   98.96,    8.49,    5.60,    2.20,    3.19,-999,              0.82
50.12151,22.00971,2017,10,12,    9.99,   12.78,   13.06,   80.57,   98.98,    8.93,    5.91,    4.80,    4.08,-999,              2.22
50.12151,22.00971,2017,10,13,    7.16,   10.62,   10.75,   74.41,   99.27,   10.71,    7.61,    5.51,    5.98,-999,              1.88
50.12151,22.00971,2017,10,14,    9.77,   11.70,   11.62,   82.98,   99.65,    7.92,    5.53,    4.57,    3.70,-999,              1.98
50.12151,22.00971,2017,10,15,    8.45,   14.00,   14.25,   85.94,   99.79,    7.74,    5.27,    7.09,    6.16,-999,              1.03
50.12151,22.00971,2017,10,16,   12.90,   13.68,   14.10,   86.42,   99.78,    6.34,    3.81,    5.22,    3.44,              2.66,              2.66
50.12151,22.00971,2017,10,17,   12.70,   13.28,   13.50,   81.92,   99.65,    6.07,    3.62,    4.12,    2.14,              2.65,              2.64
50.12151,22.00971,2017,10,18,   13.48,   13.28,   13.69,   76.21,   99.05,    5.63,    3.23,    4.45,    3.08,              2.59,              2.57
50.12151,22.00971,2017,10,19,   10.96,   12.99,   13.43,   82.25,   98.80,    4.54,    2.68,    2.54,    1.66,              2.52,              2.46
50.12151,22.00971,2017,10,20,   10.30,   11.21,   11.57,   89.71,   99.02,    2.84,    1.67,    4.35,    1.89,-999,              0.72
50.12151,22.00971,2017,10,21,    7.92,   10.09,   10.17,   90.29,   98.79,    5.30,    3.47,    3.10,    2.71,-999,              0.66
50.12151,22.00971,2017,10,22,    5.57,    9.76,    9.66,   87.38,   98.70,    3.44,    2.36,    4.79,    3.02,-999,              0.66
50.12151,22.00971,2017,10,23,    5.05,    6.55,    6.52,   94.34,   98.38,    5.24,    4.07,    5.01,    4.40,-999,              0.52
50.12151,22.00971,2017,10,24,    4.06,    4.49,    4.21,   88.05,   99.49,    5.39,    4.03,    3.96,    3.92,-999,              0.59
50.12151,22.00971,2017,10,25,    7.25,    6.40,    6.28,   85.66,   99.55,    5.02,    3.36,    6.62,    4.91,-999,              0.76
50.12151,22.00971,2017,10,26,    4.45,   10.64,   10.87,   84.23,   99.22,    8.27,    5.55,    2.86,    3.38,-999,              1.49
50.12151,22.00971,2017,10,27,    2.87,    8.04,    8.40,   94.62,   98.40,    7.28,    4.83,    1.73,    2.25,-999,              0.77
50.12151,22.00971,2017,10,28,    3.47,    5.86,    6.06,   93.00,   98.04,    9.34,    6.94,    5.50,    3.81,-999,              0.47
50.12151,22.00971,2017,10,29,    5.07,    4.55,    4.91,   89.23,   96.05,   14.48,   10.93,    7.46,    5.91,-999,              0.58
50.12151,22.00971,2017,10,30,    5.44,    2.43,    2.72,   79.73,   97.73,   14.06,   10.55,    4.92,    4.27,-999,              0.80
50.12151,22.00971,2017,10,31,    7.66,    0.90,    1.02,   80.25,   99.01,    9.67,    7.02,    4.28,    4.09,-999,              1.58
50.12151,22.00971,2017,11,01,    8.30,    4.63,    4.82,   87.34,   99.02,    8.89,    6.50,    3.39,    2.09,-999,              0.70
50.12151,22.00971,2017,11,02,    5.74,    7.91,    8.09,   90.79,   98.34,    8.96,    6.50,    3.94,    3.99,-999,              0.69
50.12151,22.00971,2017,11,03,    4.80,    6.84,    7.02,   94.59,   98.72,    6.18,    3.99,    1.97,    3.16,-999,              0.80
50.12151,22.00971,2017,11,04,    8.54,    6.30,    6.38,   90.15,   99.18,    5.44,    3.50,    6.19,    3.42,              1.91,              1.49
50.12151,22.00971,2017,11,05,    8.20,    4.87,    5.33,   88.17,   98.81,    8.33,    5.21,    2.11,    3.16,-999,              1.40
50.12151,22.00971,2017,11,06,   10.60,    5.38,    6.29,   81.80,   99.03,    4.50,    2.54,    7.91,    3.88,              1.81,              1.72
50.12151,22.00971,2017,11,07,    4.87,    4.00,    4.10,   91.92,   99.63,    5.37,    3.95,    5.60,    4.05,-999,              0.38
50.12151,22.00971,2017,11,08,    5.84,    4.19,    4.10,   88.37,   99.47,    7.46,    5.53,    2.30,    2.52,-999,              0.44
50.12151,22.00971,2017,11,09,    4.89,    5.72,    5.50,   93.60,   99.34,    3.43,    2.29,    3.81,    2.57,-999,              0.62
50.12151,22.00971,2017,11,10,    5.35,    5.74,    5.91,   87.49,   98.82,    6.17,    4.08,    5.30,    3.63,-999,              0.40
50.12151,22.00971,2017,11,11,    5.84,    3.93,    4.26,   82.95,   98.05,    8.80,    6.07,    2.22,    3.83,-999,              1.11
50.12151,22.00971,2017,11,12,    5.12,    1.91,    2.15,   88.62,   97.71,    6.77,    4.78,    4.98,    4.27,-999,              0.79
50.12151,22.00971,2017,11,13,    5.27,    2.86,    3.16,   96.80,   97.68,    6.11,    4.23,    3.87,    3.43,-999,              0.35
50.12151,22.00971,2017,11,14,    5.56,    0.97,    1.38,   91.44,   99.29,    4.26,    3.05,    3.60,    2.87,-999,              0.43
50.12151,22.00971,2017,11,15,    8.92,   -0.72,    0.49,   91.45,   99.85,    4.28,    2.71,    3.53,    2.13,-999,              1.16
50.12151,22.00971,2017,11,16,    8.06,    0.81,    1.43,   92.40,   99.90,    3.12,    1.89,    4.60,    1.80,-999,              0.84
50.12151,22.00971,2017,11,17,    5.43,    0.98,    1.03,   95.42,   99.44,    3.22,    2.05,    2.36,    1.57,-999,              0.43
50.12151,22.00971,2017,11,18,    6.01,    0.94,    1.21,   96.12,   98.90,    3.43,    2.14,    5.85,    3.35,-999,              0.42
50.12151,22.00971,2017,11,19,    5.99,    0.57,    1.15,   86.61,   98.12,    7.57,    4.63,    2.63,    2.84,-999,              0.76
50.12151,22.00971,2017,11,20,    3.18,   -0.01,    0.37,   90.25,   98.23,    8.33,    5.62,    5.69,    5.64,-999,              0.34
50.12151,22.00971,2017,11,21,    4.67,    0.05,    0.41,   94.32,   98.54,    4.62,    2.85,    4.15,    2.81,-999,              0.67
50.12151,22.00971,2017,11,22,    3.92,   -0.28,    0.20,   97.94,   98.58,    3.28,    2.09,    2.29,    1.52,-999,              0.38
